article_code,material,form,thickness_mm,diameter_mm,outer_diameter_mm,inner_diameter_mm,width_mm,length_mm,color,variant,group,unit,item_type,is_remnant,article_name,saw_label
400390,PA,ümar,,160,,,,970,roheline,OIL,PA,M,1,Ei,PA 6G+OIL ?ümar 160x970mm roheline,PA ümar D160xL970 OIL roheline (400390)
QUATTROPA6GY160N,PA,ümar,,160,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 160x1000mm natural,PA ümar D160xL1000 natural (QUATTROPA6GY160N)
CENTRO12110001801,PA,ümar,,180,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 180x1000mm natural,PA ümar D180xL1000 natural (CENTRO12110001801)
CENTRO12110002001,PA,ümar,,200,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 200x1000mm natural,PA ümar D200xL1000 natural (CENTRO12110002001)
GE8101130200,PA,ümar,,200,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 200x1000mm  natural,PA ümar D200xL1000 natural (GE8101130200)
400669,PA,ümar,,220,,,,650,must,,PA,TK,1,Ei,PA 6G ?ümar D220x650mm must,PA ümar D220xL650 must (400669)
PLASTENAPA6G260LATT,PA,ümar,,260,,,,1000,,,PA,M,1,Ei,PA6G ?ümar 260x1000mm natur,PA ümar D260xL1000 (PLASTENAPA6G260LATT)
400374,PA,ümar,,280,,,,300,must,,PA,TK,1,Ei,PA 6G ?ümar D280x300mm must,PA ümar D280xL300 must (400374)
10001408,PA,ümar,,300,,,,110,must,,PA,TK,1,Ei,PA6G ümar 300x110mm must,PA ümar D300xL110 must (10001408)
400661,PA,ümar,,350,,,,1000,,,PA,M,1,Ei,Nylatron GSM ?ümar D350x1000mm,PA ümar D350xL1000 (400661)
400680,PA,ümar,,475,,,,1000,,,PA,M,1,Ei,Nylatron GSM ?ümar D475x1000mm,PA ümar D475xL1000 (400680)
10001562,PA,ümar,,500,,,,350,natural,,PA,TK,1,Ei,PA6G ümar 500x350mm natural,PA ümar D500xL350 natural (10001562)
400421,PA,ümar,,670,,,,350,natural,,PA,TK,1,Ei,PA 6G ?ümar D670x350mm natural,PA ümar D670xL350 natural (400421)
400180,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA 6C ?ümar D90mmx1000mm natural,PA ümar D1000 natural (400180)
400255,PA,ümar,,1000,,,,,roheline,OIL,PA,M,1,Ei,PA 6G+OIL ?ümar 100mmx1000mm roheline,PA ümar D1000 OIL roheline (400255)
CENTRO01110000101,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 10mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000101)
CENTRO01110000121,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 12mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000121)
CENTRO01110000151,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 15mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000151)
CENTRO01110000201,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 20mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000201)
CENTRO01110000251,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 25mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000251)
CENTRO01110000301,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 30mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000301)
CENTRO01110000361,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 36mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000361)
CENTRO01110000401,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 40mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000401)
CENTRO01110000451,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 45mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000451)
CENTRO01110000501,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 50mmx1000mm natural,PA ümar D1000 natural (CENTRO01110000501)
CENTRO01120000161,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 16mmx1000mm must,PA ümar D1000 must (CENTRO01120000161)
CENTRO01120000201,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 20mmx1000mm must,PA ümar D1000 must (CENTRO01120000201)
CENTRO01120000251,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 25mmx1000mm must,PA ümar D1000 must (CENTRO01120000251)
CENTRO01120000301,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 30mmx1000mm must,PA ümar D1000 must (CENTRO01120000301)
CENTRO01120000361,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 36mmx1000mm must,PA ümar D1000 must (CENTRO01120000361)
CENTRO01120000401,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 40mmx1000mm must,PA ümar D1000 must (CENTRO01120000401)
CENTRO01120000451,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 45mmx1000mm must,PA ümar D1000 must (CENTRO01120000451)
CENTRO01120000501,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 50mmx1000mm must,PA ümar D1000 must (CENTRO01120000501)
CENTRO12110000561,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 56mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000561)
CENTRO12110000601,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 60mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000601)
CENTRO12110000651,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 65mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000651)
CENTRO12110000701,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 70mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000701)
CENTRO12110000751,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 75mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000751)
CENTRO12110000801,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 80mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000801)
CENTRO12110000901,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 90mmx1000mm natural,PA ümar D1000 natural (CENTRO12110000901)
CENTRO12120000501,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 50mmx1000mm must,PA ümar D1000 must (CENTRO12120000501)
CENTRO12120000601,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 60mmx1000mm must,PA ümar D1000 must (CENTRO12120000601)
CENTRO12120000651,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 65mmx1000mm must,PA ümar D1000 must (CENTRO12120000651)
CENTRO12120000701,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 70mmx1000mm must,PA ümar D1000 must (CENTRO12120000701)
CENTRO12120000801,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 80mmx1000mm must,PA ümar D1000 must (CENTRO12120000801)
CENTRO12120000901,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 90mmx1000mm must,PA ümar D1000 must (CENTRO12120000901)
GE8001030020,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 20mmx1000mm must,PA ümar D1000 must (GE8001030020)
GE8001030025,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 25mmx1000mm must,PA ümar D1000 must (GE8001030025)
GE8001030030,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 30mmx1000mm must,PA ümar D1000 must (GE8001030030)
GE8001030036,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 36mmx1000mm must,PA ümar D1000 must (GE8001030036)
GE8001030040,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 40mmx1000mm must,PA ümar D1000 must (GE8001030040)
GE8001030045,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 45mmx1000mm must,PA ümar D1000 must (GE8001030045)
GE8001030050,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 50mmx1000mm must,PA ümar D1000 must (GE8001030050)
GE8001030060,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 60mmx1000mm must,PA ümar D1000 must (GE8001030060)
GE8001130006,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 06mmx1000mm natural,PA ümar D1000 natural (GE8001130006)
GE8001130036,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 36mmx1000mm natural,PA ümar D1000 natural (GE8001130036)
GE8001130050,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 50mmx1000mm natural,PA ümar D1000 natural (GE8001130050)
GE8101130090,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 90mmx1000mm  natural,PA ümar D1000 natural (GE8101130090)
NYLATRON350,PA,ümar,,1000,,,,,,,PA,M,1,Ei,Nylatron GSM ?ümar D350mmx1000mm,PA ümar D1000 (NYLATRON350)
NYLATRON475,PA,ümar,,1000,,,,,,,PA,M,1,Ei,Nylatron GSM ?ümar D475mmx1000mm,PA ümar D1000 (NYLATRON475)
PA20EV,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 20mmx1000mm natural,PA ümar D1000 natural (PA20EV)
PA30EV,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 30mmx1000mm natural,PA ümar D1000 natural (PA30EV)
PA50EM,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 50mmx1000mm must,PA ümar D1000 must (PA50EM)
PA50EV,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 50mmx1000mm natural,PA ümar D1000 natural (PA50EV)
PA85EV,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 85mmx1000mm natural,PA ümar D1000 natural (PA85EV)
PAÜMAR25,PA,ümar,,1000,,,,,,,PA,M,1,Ei,PA6E ?ümar 25mmx1000mm,PA ümar D1000 (PAÜMAR25)
PLIGERPATTPA80MU,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 80mmx1000mm must,PA ümar D1000 must (PLIGERPATTPA80MU)
QUATTROPA6GY40M,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 40mmx1000mm must,PA ümar D1000 must (QUATTROPA6GY40M)
QUATTROPA6GY40N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 40mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY40N)
QUATTROPA6GY50M,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 50mmx1000mm must,PA ümar D1000 must (QUATTROPA6GY50M)
QUATTROPA6GY50N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 50mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY50N)
QUATTROPA6GY60M,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 60mmx1000mm must,PA ümar D1000 must (QUATTROPA6GY60M)
QUATTROPA6GY60N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 60mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY60N)
QUATTROPA6GY70M,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 70mmx1000mm must,PA ümar D1000 must (QUATTROPA6GY70M)
QUATTROPA6GY70N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 70mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY70N)
QUATTROPA6GY80M,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 80mmx1000mm must,PA ümar D1000 must (QUATTROPA6GY80M)
QUATTROPA6GY80N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 80mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY80N)
QUATTROPA6GY85N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 85mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY85N)
QUATTROPA6GY90M,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 90mmx1000mm must,PA ümar D1000 must (QUATTROPA6GY90M)
QUATTROPA6GY90N,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 90mmx1000mm natural,PA ümar D1000 natural (QUATTROPA6GY90N)
TRAIDPA20EMUST,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 20mmx1000mm must,PA ümar D1000 must (TRAIDPA20EMUST)
TRAIDPA20ENAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 20mmx1000mm natural,PA ümar D1000 natural (TRAIDPA20ENAT)
TRAIDPA25EMUST,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 25mmx1000mm must,PA ümar D1000 must (TRAIDPA25EMUST)
TRAIDPA25ENAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 25mmx1000mm  natural,PA ümar D1000 natural (TRAIDPA25ENAT)
TRAIDPA30EMUST,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 30mmx1000mm must,PA ümar D1000 must (TRAIDPA30EMUST)
TRAIDPA30ENAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 30mmx1000mm natural,PA ümar D1000 natural (TRAIDPA30ENAT)
TRAIDPA40EMUST,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6E ?ümar 40mmx1000mm must,PA ümar D1000 must (TRAIDPA40EMUST)
TRAIDPA40ENAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6E ?ümar 40mmx1000mm natural,PA ümar D1000 natural (TRAIDPA40ENAT)
TRAIDPA50GMUST,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 50mmx1000mm must,PA ümar D1000 must (TRAIDPA50GMUST)
TRAIDPA50GNAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 50mmx1000mm natural,PA ümar D1000 natural (TRAIDPA50GNAT)
TRAIDPA60GNAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 60mmx1000mm natural,PA ümar D1000 natural (TRAIDPA60GNAT)
TRAIDPA65GMUST,PA,ümar,,1000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 65mmx1000mm must,PA ümar D1000 must (TRAIDPA65GMUST)
TRAIDPA65GNAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 65mmx1000mm natural,PA ümar D1000 natural (TRAIDPA65GNAT)
TRAIDPA75GNAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 75mmx1000mm natural,PA ümar D1000 natural (TRAIDPA75GNAT)
TRAIDPA90GNAT,PA,ümar,,1000,,,,,natural,,PA,M,1,Ei,PA6G ?ümar 90mmx1000mm natural,PA ümar D1000 natural (TRAIDPA90GNAT)
CENTRO12120000561,PA,ümar,,10000,,,,,must,,PA,M,1,Ei,PA6G ?ümar 56mmx10000mm must,PA ümar D10000 must (CENTRO12120000561)
0000240/1,PA,ümar,,,,,,,,,PA,M,1,Ei,XXXPA6 ümar,PA ümar (0000240/1)
100001816,PA,ümar,,,,,,,,,PA,M,1,Ei,xxxPA6.6 ümar,PA ümar (100001816)
10000177,PA6,leht,1,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 01x1000x2000mm EXT natural,PA6 leht 1x1000x2000 EXT natural (10000177)
10000178,PA6,leht,2,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 02x1000x2000mm EXT natural,PA6 leht 2x1000x2000 EXT natural (10000178)
10003384,PA6,leht,2,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 02x1000x2000mm EXT must,PA6 leht 2x1000x2000 EXT must (10003384)
10000179,PA6,leht,3,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 03x1000x2000mm EXT natural,PA6 leht 3x1000x2000 EXT natural (10000179)
10017156,PA6,leht,3,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 03x1000x2000mm EXT must,PA6 leht 3x1000x2000 EXT must (10017156)
10000180,PA6,leht,4,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 04x1000x2000mm EXT must,PA6 leht 4x1000x2000 EXT must (10000180)
10000181,PA6,leht,4,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 04x1000x2000mm EXT natural,PA6 leht 4x1000x2000 EXT natural (10000181)
10000182,PA6,leht,5,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 05x1000x2000mm EXT must,PA6 leht 5x1000x2000 EXT must (10000182)
10000183,PA6,leht,5,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 05x1000x2000mm EXT natural,PA6 leht 5x1000x2000 EXT natural (10000183)
10001801,PA6,leht,5,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 05x1000x2000mm CAST natural,PA6 leht 5x1000x2000 CAST natural (10001801)
10001802,PA6,leht,5,,,,1000,2000,must,CAST,PA,M2,1,Ei,PA6 05x1000x2000mm CAST must,PA6 leht 5x1000x2000 CAST must (10001802)
10000184,PA6,leht,6,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 06x1000x2000mm EXT must,PA6 leht 6x1000x2000 EXT must (10000184)
10000185,PA6,leht,6,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 06x1000x2000mm EXT natural,PA6 leht 6x1000x2000 EXT natural (10000185)
10002762,PA6,leht,6,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 06x1000x2000mm CAST natural,PA6 leht 6x1000x2000 CAST natural (10002762)
10002762/1,PA6,leht,6,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 06x1000x2000mm CAST natural (laines lehed),PA6 leht 6x1000x2000 CAST natural (10002762/1)
10010360,PA6,leht,6,,,,1000,2000,must,CAST,PA,M2,1,Ei,PA6 06x1000x2000mm CAST must,PA6 leht 6x1000x2000 CAST must (10010360)
10012828,PA6,leht,6,,,,1000,2000,must,CAST MOS2,PA,M2,1,Ei,PA6 06x1000x2000mm CAST+MOS2 must,PA6 leht 6x1000x2000 CAST MOS2 must (10012828)
10000186,PA6,leht,8,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 08x1000x2000mm EXT must,PA6 leht 8x1000x2000 EXT must (10000186)
10000186/1,PA6,leht,8,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 08x1000x2000mm EXT must (laines lehed),PA6 leht 8x1000x2000 EXT must (10000186/1)
10000187,PA6,leht,8,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 08x1000x2000mm EXT natural,PA6 leht 8x1000x2000 EXT natural (10000187)
10000934,PA6,leht,8,,,,1000,2000,kollane,CAST OIL,PA,M2,1,Ei,PA6 08x1000x2000mm CAST+OIL kollane,PA6 leht 8x1000x2000 CAST OIL kollane (10000934)
10000981,PA6,leht,8,,,,1000,2000,must,CAST OIL,PA,M2,1,Ei,PA6 08x1000x2000mm CAST+OIL must,PA6 leht 8x1000x2000 CAST OIL must (10000981)
10002185,PA6,leht,8,,,,1000,2000,roheline,CAST OIL,PA,M2,1,Ei,PA6 08x1000x2000mm CAST+OIL roheline,PA6 leht 8x1000x2000 CAST OIL roheline (10002185)
10003994,PA6,leht,8,,,,660,2460,must,EXT,PA,M2,1,Ei,PA6 08x660x2460mm EXT must,PA6 leht 8x660x2460 EXT must (10003994)
10004284,PA6,leht,8,,,,1000,2000,must,CAST,PA,M2,1,Ei,PA6 08x1000x2000mm CAST must,PA6 leht 8x1000x2000 CAST must (10004284)
10004285,PA6,leht,8,,,,1000,1000,natural,EXT,PA,M2,1,Ei,PA6 08x1000x1000mm EXT natural,PA6 leht 8x1000x1000 EXT natural (10004285)
10012979,PA6,leht,8,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 08x1000x2000mm CAST natural,PA6 leht 8x1000x2000 CAST natural (10012979)
PA08,PA6,leht,8,,,,1000,2000,valge,,PA,M2,1,Ei,PA6 leht 08x1000x2000mm valge,PA6 leht 8x1000x2000 valge (PA08)
10000188,PA6,leht,10,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 10x1000x2000mm EXT natural,PA6 leht 10x1000x2000 EXT natural (10000188)
10000189,PA6,leht,10,,,,1000,3000,must,EXT,PA,M2,1,Ei,PA6 10x1000x3000mm EXT must,PA6 leht 10x1000x3000 EXT must (10000189)
10000190,PA6,leht,10,,,,1000,3000,natural,EXT,PA,M2,1,Ei,PA6 10x1000x3000mm EXT natural,PA6 leht 10x1000x3000 EXT natural (10000190)
10000191,PA6,leht,10,,,,610,1000,natural,EXT,PA,M2,1,Ei,PA6 10x610x1000mm EXT natural,PA6 leht 10x610x1000 EXT natural (10000191)
10000192,PA6,leht,10,,,,610,3000,natural,EXT,PA,M2,1,Ei,PA6 10x610x3000mm EXT natural,PA6 leht 10x610x3000 EXT natural (10000192)
10000271,PA6,leht,10,,,,1000,2000,kollane,CAST OIL,PA,M2,1,Ei,PA6 10x1000x2000mm CAST+OIL kollane,PA6 leht 10x1000x2000 CAST OIL kollane (10000271)
10000272,PA6,leht,10,,,,1000,2000,roheline,CAST OIL,PA,M2,1,Ei,PA6 10x1000x2000mm CAST+OIL roheline,PA6 leht 10x1000x2000 CAST OIL roheline (10000272)
10000923,PA6,leht,10,,,,610,2000,natural,EXT,PA,M2,1,Ei,PA6 10x610x2000mm EXT natural,PA6 leht 10x610x2000 EXT natural (10000923)
10000924,PA6,leht,10,,,,610,3000,natural,EXT,PA,M2,1,Ei,PA6 10x610x3000mm EXT natural,PA6 leht 10x610x3000 EXT natural (10000924)
10000971,PA6,leht,10,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 10x1000x2000mm EXT must,PA6 leht 10x1000x2000 EXT must (10000971)
10000982,PA6,leht,10,,,,1000,2000,must,CAST OIL,PA,M2,1,Ei,PA6 10x1000x2000mm CAST+OIL must,PA6 leht 10x1000x2000 CAST OIL must (10000982)
10001473,PA6,leht,10,,,,1220,2000,kollane,CAST OIL,PA,M2,1,Ei,PA6 10x1220x2000mm CAST+OIL kollane,PA6 leht 10x1220x2000 CAST OIL kollane (10001473)
10001803,PA6,leht,10,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 10x1000x2000mm CAST natural,PA6 leht 10x1000x2000 CAST natural (10001803)
10001804,PA6,leht,10,,,,1000,2000,must,CAST,PA,M2,1,Ei,PA6 10x1000x2000mm CAST must,PA6 leht 10x1000x2000 CAST must (10001804)
10001836,PA6,leht,10,,,,930,1260,must,CAST MOS2,PA,M2,1,Ei,PA6 10x930x1260mm CAST+MOS2 must,PA6 leht 10x930x1260 CAST MOS2 must (10001836)
10001837,PA6,leht,10,,,,400,1260,must,CAST MOS2,PA,M2,1,Ei,PA6 10x400x1260mm CAST+MOS2 must,PA6 leht 10x400x1260 CAST MOS2 must (10001837)
10010099,PA6,leht,10,,,,1000,2000,must,CAST MOS2,PA,M2,1,Ei,PA6 10x1000x2000mm CAST+MOS2 must,PA6 leht 10x1000x2000 CAST MOS2 must (10010099)
10015337,PA6,leht,10,,,,1010,1975,,CAST MOS2,PA,M2,1,Ei,PA6 10x1010x1975mm CAST+MOS2 anthracite,PA6 leht 10x1010x1975 CAST MOS2 (10015337)
10017235,PA6,leht,10,,,,1000,2000,,,PA,M2,1,Ei,PA6 10x1000x2000mm FRT (flame-retardant),PA6 leht 10x1000x2000 (10017235)
PA10,PA6,leht,10,,,,,,natural,,PA,M2,1,Ei,PA6 leht 10mm natural,PA6 leht 10 natural (PA10)
10000193,PA6,leht,12,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 12x1000x2000mm EXT must,PA6 leht 12x1000x2000 EXT must (10000193)
10000194,PA6,leht,12,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 12x1000x2000mm EXT natural,PA6 leht 12x1000x2000 EXT natural (10000194)
10000195,PA6,leht,12,,,,1200,2000,natural,EXT,PA,M2,1,Ei,PA6 12x1200x2000mm EXT natural,PA6 leht 12x1200x2000 EXT natural (10000195)
10000273,PA6,leht,12,,,,1000,2000,kollane,CAST OIL,PA,M2,1,Ei,PA6 12x1000x2000mm CAST+OIL kollane,PA6 leht 12x1000x2000 CAST OIL kollane (10000273)
10000974,PA6,leht,12,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 12x1000x2000mm CAST natural,PA6 leht 12x1000x2000 CAST natural (10000974)
10001090,PA6,leht,12,,,,1000,2000,must,CAST OIL,PA,M2,1,Ei,PA6 12x1000x2000mm CAST+OIL must,PA6 leht 12x1000x2000 CAST OIL must (10001090)
10001091,PA6,leht,12,,,,1000,2000,roheline,CAST OIL,PA,M2,1,Ei,PA6 12x1000x2000mm CAST+OIL roheline,PA6 leht 12x1000x2000 CAST OIL roheline (10001091)
10004277,PA6,leht,12,,,,1000,2000,must,CAST,PA,M2,1,Ei,PA6 12x1000x2000mm CAST must,PA6 leht 12x1000x2000 CAST must (10004277)
10013564,PA6,leht,12,,,,825,2000,,,PA,M2,1,Ei,PA6 12x825x2000mm MOS anthracite,PA6 leht 12x825x2000 (10013564)
10000926,PA6,leht,15,,,,1000,2000,natural,CAST,PA,M2,1,Ei,PA6 15x1000x2000mm CAST natural,PA6 leht 15x1000x2000 CAST natural (10000926)
10000935,PA6,leht,15,,,,1000,2000,kollane,CAST OIL,PA,M2,1,Ei,PA6 15x1000x2000mm CAST+OIL kollane,PA6 leht 15x1000x2000 CAST OIL kollane (10000935)
10000972,PA6,leht,15,,,,1000,2000,natural,EXT,PA,M2,1,Ei,PA6 15x1000x2000mm EXT natural,PA6 leht 15x1000x2000 EXT natural (10000972)
10000975,PA6,leht,15,,,,1000,2000,must,CAST,PA,M2,1,Ei,PA6 15x1000x2000mm CAST must,PA6 leht 15x1000x2000 CAST must (10000975)
10000983,PA6,leht,15,,,,1000,2000,must,CAST OIL,PA,M2,1,Ei,PA6 15x1000x2000mm CAST+OIL must,PA6 leht 15x1000x2000 CAST OIL must (10000983)
10001081,PA6,leht,15,,,,1220,2000,must,CAST,PA,M2,1,Ei,PA6 15x1220x2000mm CAST must,PA6 leht 15x1220x2000 CAST must (10001081)
10002052,PA6,leht,15,,,,1220,2000,kollane,CAST OIL,PA,M2,1,Ei,PA6 15x1220x2000mm CAST+OIL kollane,PA6 leht 15x1220x2000 CAST OIL kollane (10002052)
10002186,PA6,leht,15,,,,1000,2000,roheline,CAST OIL,PA,M2,1,Ei,PA6 15x1000x2000mm CAST+OIL roheline,PA6 leht 15x1000x2000 CAST OIL roheline (10002186)
PA15,PA6,leht,15,,,,,,natural,,PA,M2,1,Ei,PA6 leht 15mm natural,PA6 leht 15 natural (PA15)
10000196,PA6,leht,16,,,,1000,2000,must,EXT,PA,M2,1,Ei,PA6 16x1000x2000mm EXT must,PA6 leht 16x1000x2000 EXT must (10000196)
